GEO_ID,NAME,DP05_0031PM,DP05_0032E,DP05_0032PE,DP05_0033E,DP05_0033PE,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0036E,DP05_0036PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0040E,DP05_0040PE,DP05_0041E,DP05_0041PE,DP05_0042E,DP05_0042PE,DP05_0043E,DP05_0043PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0058E,DP05_0058PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E,DP05_0086PE,DP05_0087E,DP05_0087PE,DP05_0088E,DP05_0088PE,DP05_0089E,DP05_0089PE,DP05_0001E,DP05_0001PE,DP05_0002E,DP05_0002PE,DP05_0003E,DP05_0003PE,DP05_0004E,DP05_0004PE,DP05_0005E,DP05_0005PE,DP05_0006E,DP05_0006PE,DP05_0007E,DP05_0007PE,DP05_0008E,DP05_0008PE,DP05_0009E,DP05_0009PE,DP05_0010E,DP05_0010PE,DP05_0011E,DP05_0011PE,DP05_0012E,DP05_0012PE,DP05_0013E,DP05_0013PE,DP05_0014E,DP05_0014PE,DP05_0015E,DP05_0015PE,DP05_0016E,DP05_0016PE,DP05_0017E,DP05_0017PE,DP05_0018E,DP05_0018PE,DP05_0019E,DP05_0019PE,DP05_0020E,DP05_0020PE,DP05_0021E,DP05_0021PE,DP05_0022E,DP05_0022PE,DP05_0023E,DP05_0023PE,DP05_0024E,DP05_0024PE,DP05_0025E,DP05_0025PE,DP05_0026E,DP05_0026PE,DP05_0027E,DP05_0027PE,DP05_0028E,DP05_0028PE,DP05_0029E,DP05_0029PE,DP05_0030E,DP05_0030PE,DP05_0031E,DP05_0031PE
1400000US41019210000,"Census Tract 2100, Douglas County, Oregon",6.8,94.1,(X),4283,4283,4116,96.1,167,3.9,4116,96.1,4003,93.5,0,0,66,1.5,9,0.2,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1.1,167,3.9,0,0,147,3.4,0,0,0,0,4283,4283,4157,97.1,0,0,231,5.4,5,0.1,0,0,62,1.4,4283,4283,311,7.3,117,2.7,5,0.1,0,0,189,4.4,3972,92.7,3845,89.8,0,0,66,1.5,0,0,0,0,0,0,61,1.4,0,0,61,1.4,2232,(X),3802,3802,1875,49.3,1927,50.7,4283,4283,2128,49.7,2155,50.3,98.7,(X),116,2.7,146,3.4,137,3.2,133,3.1,162,3.8,443,10.3,474,11.1,651,15.2,361,8.4,449,10.5,733,17.1,362,8.5,116,2.7,53.2,(X),478,11.2,3855,90,3805,88.8,3739,87.3,1456,34,1211,28.3,3805,3805,1878,49.4,1927,50.6,97.5,(X),1211,1211,587,48.5,624,51.5
1400000US41019990000,"Census Tract 9900, Douglas County, Oregon",**,-,(X),0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0,0,-,0,-,0,0,0,-,0,-,-,(X),0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,-,(X),0,0,0,-,0,-
1400000US41021960100,"Census Tract 9601, Gilliam County, Oregon",3.7,89.5,(X),1907,1907,1900,99.6,7,0.4,1900,99.6,1773,93,0,0,82,4.3,0,0,0,0,0,0,18,0.9,9,0.5,0,0,9,0.5,0,0,0,0,0,0,0,0,0,0,13,0.7,0,0,13,0.7,0,0,0,0,23,1.2,7,0.4,0,0,0,0,7,0.4,0,0,1907,1907,1780,93.3,0,0,82,4.3,16,0.8,13,0.7,23,1.2,1907,1907,119,6.2,96,5,0,0,0,0,23,1.2,1788,93.8,1677,87.9,0,0,82,4.3,9,0.5,13,0.7,0,0,7,0.4,0,0,7,0.4,1120,(X),1474,1474,713,48.4,761,51.6,1907,1907,912,47.8,995,52.2,91.7,(X),85,4.5,138,7.2,110,5.8,75,3.9,51,2.7,201,10.5,184,9.6,262,13.7,121,6.3,195,10.2,270,14.2,147,7.7,68,3.6,49.6,(X),394,20.7,1554,81.5,1513,79.3,1499,78.6,590,30.9,485,25.4,1513,1513,726,48,787,52,92.2,(X),485,485,229,47.2,256,52.8
1400000US41023960100,"Census Tract 9601, Grant County, Oregon",6.3,119.7,(X),1719,1719,1666,96.9,53,3.1,1666,96.9,1586,92.3,0,0,42,2.4,0,0,0,0,0,0,0,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0,0,0,0,0,0,0,0,0,0,34,2,53,3.1,5,0.3,36,2.1,11,0.6,0,0,1719,1719,1639,95.3,5,0.3,79,4.6,15,0.9,0,0,35,2,1719,1719,54,3.1,46,2.7,5,0.3,0,0,3,0.2,1665,96.9,1566,91.1,0,0,42,2.4,4,0.2,0,0,0,0,53,3.1,0,0,53,3.1,1470,(X),1455,1455,774,53.2,681,46.8,1719,1719,908,52.8,811,47.2,112,(X),64,3.7,118,6.9,42,2.4,74,4.3,55,3.2,122,7.1,144,8.4,218,12.7,112,6.5,133,7.7,336,19.5,246,14.3,55,3.2,56.2,(X),262,15.2,1472,85.6,1457,84.8,1411,82.1,711,41.4,637,37.1,1457,1457,774,53.1,683,46.9,113.3,(X),637,637,347,54.5,290,45.5
1400000US41023960200,"Census Tract 9602, Grant County, Oregon",2.8,95.7,(X),5464,5464,5331,97.6,133,2.4,5331,97.6,5215,95.4,22,0.4,57,1,0,0,0,0,13,0.2,3,0.1,27,0.5,0,0,10,0.2,5,0.1,7,0.1,5,0.1,0,0,0,0,6,0.1,0,0,0,0,0,0,6,0.1,4,0.1,133,2.4,6,0.1,96,1.8,28,0.5,0,0,5464,5464,5348,97.9,29,0.5,154,2.8,55,1,6,0.1,6,0.1,5464,5464,209,3.8,186,3.4,6,0.1,0,0,17,0.3,5255,96.2,5012,91.7,22,0.4,55,1,27,0.5,6,0.1,2,0,131,2.4,0,0,131,2.4,2927,(X),4386,4386,2174,49.6,2212,50.4,5464,5464,2723,49.8,2741,50.2,99.3,(X),263,4.8,382,7,191,3.5,291,5.3,208,3.8,555,10.2,569,10.4,579,10.6,451,8.3,578,10.6,802,14.7,406,7.4,189,3.5,49.9,(X),1046,19.1,4582,83.9,4418,80.9,4324,79.1,1690,30.9,1397,25.6,4418,4418,2184,49.4,2234,50.6,97.8,(X),1397,1397,683,48.9,714,51.1
1400000US41025960100,"Census Tract 9601, Harney County, Oregon",3.6,92.1,(X),5242,5242,4850,92.5,392,7.5,4850,92.5,4722,90.1,15,0.3,87,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1,3,0.1,0,0,0,0,1,0,22,0.4,392,7.5,7,0.1,315,6,31,0.6,0,0,5242,5242,5098,97.3,43,0.8,423,8.1,49,0.9,22,0.4,22,0.4,5242,5242,205,3.9,100,1.9,0,0,0,0,105,2,5037,96.1,4565,87.1,15,0.3,85,1.6,0,0,4,0.1,0,0,368,7,0,0,368,7,2744,(X),4133,4133,2053,49.7,2080,50.3,5242,5242,2640,50.4,2602,49.6,101.5,(X),252,4.8,314,6,268,5.1,329,6.3,293,5.6,542,10.3,649,12.4,615,11.7,353,6.7,457,8.7,681,13,385,7.3,104,2,44.6,(X),1052,20.1,4368,83.3,4190,79.9,4029,76.9,1415,27,1170,22.3,4190,4190,2084,49.7,2106,50.3,99,(X),1170,1170,561,47.9,609,52.1
1400000US41025960200,"Census Tract 9602, Harney County, Oregon",5.7,104.3,(X),1986,1986,1949,98.1,37,1.9,1949,98.1,1849,93.1,22,1.1,31,1.6,0,0,10,0.5,0,0,7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2.4,37,1.9,2,0.1,12,0.6,23,1.2,0,0,1986,1986,1886,95,24,1.2,43,2.2,23,1.2,0,0,47,2.4,1986,1986,160,8.1,146,7.4,2,0.1,0,0,12,0.6,1826,91.9,1692,85.2,22,1.1,28,1.4,0,0,0,0,47,2.4,37,1.9,0,0,37,1.9,1133,(X),1516,1516,759,50.1,757,49.9,1986,1986,1017,51.2,969,48.8,105,(X),120,6,120,6,138,6.9,82,4.1,57,2.9,191,9.6,186,9.4,236,11.9,184,9.3,147,7.4,312,15.7,187,9.4,26,1.3,48.9,(X),447,22.5,1567,78.9,1539,77.5,1523,76.7,626,31.5,525,26.4,1539,1539,775,50.4,764,49.6,101.4,(X),525,525,268,51,257,49
1400000US41027950100,"Census Tract 9501, Hood River County, Oregon",6.6,104.2,(X),4345,4345,4282,98.6,63,1.4,4282,98.6,3892,89.6,15,0.3,49,1.1,13,0.3,0,0,0,0,0,0,100,2.3,0,0,26,0.6,0,0,22,0.5,52,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,5.2,63,1.4,0,0,45,1,16,0.4,0,0,4345,4345,3955,91,15,0.3,94,2.2,116,2.7,0,0,228,5.2,4345,4345,1213,27.9,1206,27.8,7,0.2,0,0,0,0,3132,72.1,2916,67.1,15,0.3,40,0.9,100,2.3,0,0,0,0,61,1.4,0,0,61,1.4,1847,(X),2735,2735,1297,47.4,1438,52.6,4345,4345,2380,54.8,1965,45.2,121.1,(X),375,8.6,256,5.9,343,7.9,338,7.8,177,4.1,485,11.2,573,13.2,534,12.3,282,6.5,304,7,429,9.9,212,4.9,37,0.9,40,(X),1121,25.8,3308,76.1,3224,74.2,3012,69.3,866,19.9,678,15.6,3224,3224,1660,51.5,1564,48.5,106.1,(X),678,678,346,51,332,49
1400000US41027950200,"Census Tract 9502, Hood River County, Oregon",6.5,89.5,(X),6972,6972,6786,97.3,186,2.7,6786,97.3,6114,87.7,80,1.1,39,0.6,18,0.3,0,0,0,0,0,0,200,2.9,21,0.3,36,0.5,38,0.5,60,0.9,0,0,21,0.3,24,0.3,0,0,0,0,0,0,0,0,0,0,353,5.1,186,2.7,0,0,30,0.4,141,2,0,0,6972,6972,6285,90.1,80,1.1,69,1,356,5.1,0,0,368,5.3,6972,6972,1456,20.9,1285,18.4,0,0,0,0,171,2.5,5516,79.1,5047,72.4,80,1.1,18,0.3,200,2.9,0,0,0,0,171,2.5,0,0,171,2.5,3108,(X),5153,5153,2599,50.4,2554,49.6,6972,6972,3442,49.4,3530,50.6,97.5,(X),254,3.6,276,4,637,9.1,380,5.5,426,6.1,892,12.8,851,12.2,1042,14.9,517,7.4,454,6.5,669,9.6,469,6.7,105,1.5,43.3,(X),1413,20.3,5739,82.3,5559,79.7,5387,77.3,1520,21.8,1243,17.8,5559,5559,2802,50.4,2757,49.6,101.6,(X),1243,1243,587,47.2,656,52.8
1400000US41027950300,"Census Tract 9503, Hood River County, Oregon",11.8,72.8,(X),5915,5915,5671,95.9,244,4.1,5671,95.9,5467,92.4,16,0.3,0,0,0,0,0,0,0,0,0,0,29,0.5,0,0,13,0.2,0,0,0,0,16,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2.7,244,4.1,39,0.7,21,0.4,26,0.4,20,0.3,5915,5915,5681,96,104,1.8,70,1.2,99,1.7,44,0.7,224,3.8,5915,5915,1182,20,1007,17,72,1.2,0,0,103,1.7,4733,80,4527,76.5,16,0.3,0,0,29,0.5,0,0,0,0,161,2.7,0,0,161,2.7,2957,(X),4089,4089,1869,45.7,2220,54.3,5915,5915,2739,46.3,3176,53.7,86.2,(X),398,6.7,253,4.3,471,8,431,7.3,291,4.9,713,12.1,927,15.7,894,15.1,405,6.8,332,5.6,497,8.4,67,1.1,236,4,39,(X),1461,24.7,4657,78.7,4454,75.3,4341,73.4,936,15.8,800,13.5,4454,4454,2062,46.3,2392,53.7,86.2,(X),800,800,337,42.1,463,57.9
1400000US41027950400,"Census Tract 9504, Hood River County, Oregon",7.8,70.3,(X),5899,5899,5463,92.6,436,7.4,5463,92.6,4558,77.3,13,0.2,72,1.2,0,0,0,0,0,0,16,0.3,21,0.4,7,0.1,0,0,0,0,14,0.2,0,0,0,0,0,0,5,0.1,5,0.1,0,0,0,0,0,0,794,13.5,436,7.4,11,0.2,113,1.9,0,0,0,0,5899,5899,4994,84.7,24,0.4,185,3.1,21,0.4,5,0.1,1106,18.7,5899,5899,3429,58.1,3409,57.8,0,0,4,0.1,16,0.3,2470,41.9,2274,38.5,13,0.2,72,1.2,21,0.4,5,0.1,0,0,85,1.4,0,0,85,1.4,1889,(X),2928,2928,1481,50.6,1447,49.4,5899,5899,2967,50.3,2932,49.7,101.2,(X),455,7.7,556,9.4,366,6.2,489,8.3,409,6.9,740,12.5,670,11.4,723,12.3,302,5.1,450,7.6,475,8.1,208,3.5,56,0.9,34,(X),1711,29,4392,74.5,4188,71,4019,68.1,930,15.8,739,12.5,4188,4188,2123,50.7,2065,49.3,102.8,(X),739,739,305,41.3,434,58.7
1400000US41029000100,"Census Tract 1, Jackson County, Oregon",16,139.1,(X),1991,1991,1917,96.3,74,3.7,1917,96.3,1748,87.8,17,0.9,12,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.5,0,0,50,2.5,0,0,0,0,90,4.5,74,3.7,0,0,37,1.9,4,0.2,0,0,1991,1991,1822,91.5,21,1.1,53,2.7,4,0.2,50,2.5,119,6,1991,1991,772,38.8,736,37,5,0.3,0,0,31,1.6,1219,61.2,1101,55.3,17,0.9,6,0.3,0,0,50,2.5,0,0,45,2.3,0,0,45,2.3,919,(X),1229,1229,600,48.8,629,51.2,1991,1991,983,49.4,1008,50.6,97.5,(X),193,9.7,156,7.8,164,8.2,134,6.7,143,7.2,338,17,280,14.1,197,9.9,125,6.3,96,4.8,133,6.7,27,1.4,5,0.3,32.7,(X),575,28.9,1454,73,1416,71.1,1344,67.5,244,12.3,165,8.3,1416,1416,691,48.8,725,51.2,95.3,(X),165,165,96,58.2,69,41.8
1400000US41029000201,"Census Tract 2.01, Jackson County, Oregon",17.1,94,(X),3914,3914,3816,97.5,98,2.5,3816,97.5,3491,89.2,20,0.5,250,6.4,0,0,7,0.2,0,0,0,0,38,1,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.4,98,2.5,17,0.4,66,1.7,15,0.4,0,0,3914,3914,3589,91.7,37,0.9,316,8.1,53,1.4,0,0,17,0.4,3914,3914,847,21.6,822,21,14,0.4,0,0,11,0.3,3067,78.4,2676,68.4,20,0.5,250,6.4,38,1,0,0,0,0,83,2.1,0,0,83,2.1,1512,(X),2769,2769,1536,55.5,1233,44.5,3914,3914,2209,56.4,1705,43.6,129.6,(X),372,9.5,252,6.4,218,5.6,263,6.7,402,10.3,654,16.7,596,15.2,405,10.3,275,7,184,4.7,143,3.7,128,3.3,22,0.6,32.1,(X),951,24.3,3048,77.9,2963,75.7,2775,70.9,426,10.9,293,7.5,2963,2963,1656,55.9,1307,44.1,126.7,(X),293,293,142,48.5,151,51.5
1400000US41029000202,"Census Tract 2.02, Jackson County, Oregon",12.4,163.5,(X),3828,3828,3643,95.2,185,4.8,3643,95.2,3371,88.1,6,0.2,71,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,5.1,185,4.8,58,1.5,99,2.6,0,0,0,0,3828,3828,3556,92.9,83,2.2,170,4.4,0,0,0,0,223,5.8,3828,3828,1313,34.3,1140,29.8,0,0,36,0.9,137,3.6,2515,65.7,2333,60.9,6,0.2,71,1.9,0,0,0,0,0,0,105,2.7,0,0,105,2.7,1544,(X),2543,2543,1408,55.4,1135,44.6,3828,3828,1840,48.1,1988,51.9,92.6,(X),147,3.8,301,7.9,196,5.1,419,10.9,361,9.4,844,22,502,13.1,328,8.6,78,2,146,3.8,354,9.2,135,3.5,17,0.4,30.5,(X),911,23.8,3083,80.5,2917,76.2,2680,70,582,15.2,506,13.2,2917,2917,1513,51.9,1404,48.1,107.8,(X),506,506,314,62.1,192,37.9
1400000US41029000203,"Census Tract 2.03, Jackson County, Oregon",7.1,107,(X),3849,3849,3667,95.3,182,4.7,3667,95.3,3328,86.5,36,0.9,62,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6.3,182,4.7,0,0,149,3.9,0,0,0,0,3849,3849,3504,91,54,1.4,227,5.9,8,0.2,0,0,256,6.7,3849,3849,951,24.7,822,21.4,35,0.9,0,0,94,2.4,2898,75.3,2667,69.3,29,0.8,56,1.5,0,0,0,0,0,0,146,3.8,0,0,146,3.8,1669,(X),2668,2668,1202,45.1,1466,54.9,3849,3849,1891,49.1,1958,50.9,96.6,(X),282,7.3,206,5.4,299,7.8,203,5.3,282,7.3,716,18.6,527,13.7,554,14.4,198,5.1,228,5.9,234,6.1,96,2.5,24,0.6,33.5,(X),938,24.4,3037,78.9,2911,75.6,2769,71.9,469,12.2,354,9.2,2911,2911,1342,46.1,1569,53.9,85.5,(X),354,354,183,51.7,171,48.3
1400000US41029000300,"Census Tract 3, Jackson County, Oregon",11.8,67.4,(X),6179,6179,5968,96.6,211,3.4,5968,96.6,5385,87.2,0,0,402,6.5,0,0,0,0,0,0,0,0,101,1.6,3,0,12,0.2,26,0.4,13,0.2,0,0,47,0.8,0,0,0,0,0,0,0,0,0,0,0,0,80,1.3,211,3.4,0,0,158,2.6,39,0.6,0,0,6179,6179,5596,90.6,0,0,560,9.1,140,2.3,0,0,94,1.5,6179,6179,1435,23.2,985,15.9,259,4.2,0,0,191,3.1,4744,76.8,4075,65.9,0,0,402,6.5,101,1.6,0,0,0,0,166,2.7,14,0.2,152,2.5,2505,(X),4265,4265,1867,43.8,2398,56.2,6179,6179,2818,45.6,3361,54.4,83.8,(X),738,11.9,492,8,270,4.4,133,2.2,289,4.7,1457,23.6,656,10.6,604,9.8,467,7.6,340,5.5,361,5.8,247,4,125,2,31.4,(X),1530,24.8,4679,75.7,4649,75.2,4530,73.3,864,14,733,11.9,4649,4649,2194,47.2,2455,52.8,89.4,(X),733,733,295,40.2,438,59.8
1400000US41029000403,"Census Tract 4.03, Jackson County, Oregon",5.9,82.3,(X),4120,4120,3831,93,289,7,3831,93,3699,89.8,39,0.9,6,0.1,0,0,0,0,0,0,0,0,39,0.9,0,0,0,0,17,0.4,9,0.2,0,0,0,0,13,0.3,0,0,0,0,0,0,0,0,0,0,48,1.2,289,7,202,4.9,12,0.3,55,1.3,0,0,4120,4120,3988,96.8,241,5.8,18,0.4,94,2.3,0,0,68,1.7,4120,4120,466,11.3,325,7.9,8,0.2,0,0,133,3.2,3654,88.7,3379,82,39,0.9,6,0.1,39,0.9,0,0,0,0,191,4.6,0,0,191,4.6,1693,(X),3182,3182,1423,44.7,1759,55.3,4120,4120,1893,45.9,2227,54.1,85,(X),315,7.6,81,2,361,8.8,221,5.4,200,4.9,467,11.3,469,11.4,309,7.5,261,6.3,450,10.9,531,12.9,242,5.9,213,5.2,43.2,(X),892,21.7,3325,80.7,3228,78.3,3131,76,1282,31.1,986,23.9,3228,3228,1423,44.1,1805,55.9,78.8,(X),986,986,445,45.1,541,54.9
1400000US41029000404,"Census Tract 4.04, Jackson County, Oregon",4.4,93.5,(X),4749,4749,4634,97.6,115,2.4,4634,97.6,4429,93.3,53,1.1,0,0,0,0,0,0,0,0,0,0,84,1.8,0,0,5,0.1,23,0.5,0,0,50,1.1,0,0,6,0.1,58,1.2,58,1.2,0,0,0,0,0,0,10,0.2,115,2.4,65,1.4,0,0,41,0.9,0,0,4749,4749,4544,95.7,127,2.7,0,0,134,2.8,58,1.2,10,0.2,4749,4749,338,7.1,289,6.1,0,0,7,0.1,42,0.9,4411,92.9,4101,86.4,53,1.1,0,0,84,1.8,58,1.2,0,0,115,2.4,0,0,115,2.4,1798,(X),3533,3533,1736,49.1,1797,50.9,4749,4749,2372,49.9,2377,50.1,99.8,(X),113,2.4,297,6.3,472,9.9,381,8,177,3.7,274,5.8,558,11.7,572,12,294,6.2,367,7.7,816,17.2,276,5.8,152,3.2,46.2,(X),1157,24.4,3791,79.8,3592,75.6,3472,73.1,1497,31.5,1244,26.2,3592,3592,1768,49.2,1824,50.8,96.9,(X),1244,1244,601,48.3,643,51.7
1400000US41029000405,"Census Tract 4.05, Jackson County, Oregon",9.4,127.2,(X),4472,4472,4298,96.1,174,3.9,4298,96.1,3924,87.7,136,3,0,0,0,0,0,0,0,0,0,0,23,0.5,0,0,0,0,19,0.4,0,0,4,0.1,0,0,0,0,185,4.1,0,0,0,0,101,2.3,84,1.9,30,0.7,174,3.9,19,0.4,14,0.3,75,1.7,0,0,4472,4472,4098,91.6,155,3.5,32,0.7,116,2.6,203,4.5,96,2.1,4472,4472,553,12.4,533,11.9,0,0,0,0,20,0.4,3919,87.6,3487,78,111,2.5,0,0,23,0.5,185,4.1,0,0,113,2.5,0,0,113,2.5,1785,(X),3242,3242,1704,52.6,1538,47.4,4472,4472,2175,48.6,2297,51.4,94.7,(X),271,6.1,326,7.3,354,7.9,148,3.3,307,6.9,663,14.8,568,12.7,545,12.2,242,5.4,321,7.2,342,7.6,232,5.2,153,3.4,38.5,(X),1028,23,3514,78.6,3444,77,3324,74.3,894,20,727,16.3,3444,3444,1784,51.8,1660,48.2,107.5,(X),727,727,407,56,320,44
1400000US41029000406,"Census Tract 4.06, Jackson County, Oregon",6.2,42,(X),4841,4841,4487,92.7,354,7.3,4487,92.7,4248,87.8,4,0.1,16,0.3,0,0,0,0,0,0,0,0,83,1.7,0,0,45,0.9,0,0,26,0.5,0,0,0,0,12,0.2,63,1.3,63,1.3,0,0,0,0,0,0,73,1.5,354,7.3,15,0.3,50,1,173,3.6,0,0,4841,4841,4602,95.1,19,0.4,66,1.4,256,5.3,147,3,105,2.2,4841,4841,693,14.3,457,9.4,32,0.7,0,0,204,4.2,4148,85.7,3795,78.4,4,0.1,0,0,83,1.7,63,1.3,0,0,203,4.2,0,0,203,4.2,2073,(X),3541,3541,1627,45.9,1914,54.1,4841,4841,2158,44.6,2683,55.4,80.4,(X),362,7.5,275,5.7,384,7.9,218,4.5,480,9.9,597,12.3,580,12,557,11.5,301,6.2,170,3.5,359,7.4,269,5.6,289,6,36.4,(X),1142,23.6,3803,78.6,3699,76.4,3447,71.2,1049,21.7,917,18.9,3699,3699,1679,45.4,2020,54.6,83.1,(X),917,917,271,29.6,646,70.4
1400000US41029000501,"Census Tract 5.01, Jackson County, Oregon",8.7,93.2,(X),3045,3045,2867,94.2,178,5.8,2867,94.2,2739,90,0,0,29,1,0,0,5,0.2,0,0,0,0,9,0.3,0,0,0,0,0,0,9,0.3,0,0,0,0,0,0,38,1.2,23,0.8,0,0,0,0,15,0.5,52,1.7,178,5.8,22,0.7,17,0.6,29,1,0,0,3045,3045,2884,94.7,68,2.2,56,1.8,84,2.8,114,3.7,63,2.1,3045,3045,478,15.7,445,14.6,11,0.4,0,0,22,0.7,2567,84.3,2329,76.5,0,0,29,1,9,0.3,38,1.2,0,0,162,5.3,0,0,162,5.3,1487,(X),2125,2125,948,44.6,1177,55.4,3045,3045,1427,46.9,1618,53.1,88.2,(X),232,7.6,187,6.1,272,8.9,135,4.4,282,9.3,539,17.7,406,13.3,273,9,204,6.7,146,4.8,254,8.3,75,2.5,40,1.3,32,(X),747,24.5,2327,76.4,2298,75.5,2204,72.4,448,14.7,369,12.1,2298,2298,1069,46.5,1229,53.5,87,(X),369,369,178,48.2,191,51.8
1400000US41029000502,"Census Tract 5.02, Jackson County, Oregon",9.9,79.9,(X),6116,6116,5969,97.6,147,2.4,5969,97.6,5116,83.6,93,1.5,179,2.9,0,0,0,0,0,0,0,0,315,5.2,0,0,47,0.8,216,3.5,0,0,52,0.9,0,0,0,0,106,1.7,0,0,62,1,44,0.7,0,0,160,2.6,147,2.4,0,0,82,1.3,0,0,0,0,6116,6116,5198,85,93,1.5,261,4.3,380,6.2,171,2.8,160,2.6,6116,6116,901,14.7,748,12.2,28,0.5,21,0.3,104,1.7,5215,85.3,4443,72.6,93,1.5,0,0,315,5.2,106,1.7,160,2.6,98,1.6,0,0,98,1.6,2531,(X),4367,4367,2114,48.4,2253,51.6,6116,6116,3119,51,2997,49,104.1,(X),434,7.1,386,6.3,380,6.2,250,4.1,253,4.1,1444,23.6,546,8.9,881,14.4,314,5.1,233,3.8,642,10.5,191,3.1,162,2.6,33.8,(X),1328,21.7,4888,79.9,4788,78.3,4666,76.3,1172,19.2,995,16.3,4788,4788,2376,49.6,2412,50.4,98.5,(X),995,995,442,44.4,553,55.6
1400000US41029000601,"Census Tract 6.01, Jackson County, Oregon",5.5,92.3,(X),6617,6617,6445,97.4,172,2.6,6445,97.4,6245,94.4,15,0.2,58,0.9,0,0,0,0,0,0,0,0,110,1.7,25,0.4,0,0,11,0.2,38,0.6,8,0.1,16,0.2,12,0.2,0,0,0,0,0,0,0,0,0,0,17,0.3,172,2.6,0,0,53,0.8,112,1.7,7,0.1,6617,6617,6410,96.9,22,0.3,118,1.8,222,3.4,0,0,17,0.3,6617,6617,570,8.6,416,6.3,87,1.3,0,0,67,1,6047,91.4,5750,86.9,15,0.2,0,0,110,1.7,0,0,0,0,172,2.6,0,0,172,2.6,2888,(X),5184,5184,2692,51.9,2492,48.1,6617,6617,3619,54.7,2998,45.3,120.7,(X),341,5.2,516,7.8,380,5.7,176,2.7,325,4.9,652,9.9,708,10.7,848,12.8,300,4.5,667,10.1,905,13.7,389,5.9,410,6.2,47.7,(X),1353,20.4,5308,80.2,5264,79.6,5137,77.6,2119,32,1704,25.8,5264,5264,2745,52.1,2519,47.9,109,(X),1704,1704,818,48,886,52
