"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C02_001E","S2801_C02_001M","S2801_C01_002E","S2801_C01_002M","S2801_C02_002E","S2801_C02_002M","S2801_C01_003E","S2801_C01_003M","S2801_C02_003E","S2801_C02_003M","S2801_C01_004E","S2801_C01_004M","S2801_C02_004E","S2801_C02_004M","S2801_C01_005E","S2801_C01_005M","S2801_C02_005E","S2801_C02_005M","S2801_C01_006E","S2801_C01_006M","S2801_C02_006E","S2801_C02_006M","S2801_C01_007E","S2801_C01_007M","S2801_C02_007E","S2801_C02_007M","S2801_C01_008E","S2801_C01_008M","S2801_C02_008E","S2801_C02_008M","S2801_C01_009E","S2801_C01_009M","S2801_C02_009E","S2801_C02_009M","S2801_C01_010E","S2801_C01_010M","S2801_C02_010E","S2801_C02_010M","S2801_C01_011E","S2801_C01_011M","S2801_C02_011E","S2801_C02_011M","S2801_C01_012E","S2801_C01_012M","S2801_C02_012E","S2801_C02_012M","S2801_C01_013E","S2801_C01_013M","S2801_C02_013E","S2801_C02_013M","S2801_C01_014E","S2801_C01_014M","S2801_C02_014E","S2801_C02_014M","S2801_C01_015E","S2801_C01_015M","S2801_C02_015E","S2801_C02_015M","S2801_C01_016E","S2801_C01_016M","S2801_C02_016E","S2801_C02_016M","S2801_C01_017E","S2801_C01_017M","S2801_C02_017E","S2801_C02_017M","S2801_C01_018E","S2801_C01_018M","S2801_C02_018E","S2801_C02_018M","S2801_C01_019E","S2801_C01_019M","S2801_C02_019E","S2801_C02_019M","S2801_C01_020E","S2801_C01_020M","S2801_C02_020E","S2801_C02_020M","S2801_C01_021E","S2801_C01_021M","S2801_C02_021E","S2801_C02_021M","S2801_C01_022E","S2801_C01_022M","S2801_C02_022E","S2801_C02_022M","S2801_C01_023E","S2801_C01_023M","S2801_C02_023E","S2801_C02_023M","S2801_C01_024E","S2801_C01_024M","S2801_C02_024E","S2801_C02_024M","S2801_C01_025E","S2801_C01_025M","S2801_C02_025E","S2801_C02_025M","S2801_C01_026E","S2801_C01_026M","S2801_C02_026E","S2801_C02_026M","S2801_C01_027E","S2801_C01_027M","S2801_C02_027E","S2801_C02_027M","S2801_C01_028E","S2801_C01_028M","S2801_C02_028E","S2801_C02_028M","S2801_C01_029E","S2801_C01_029M","S2801_C02_029E","S2801_C02_029M","S2801_C01_030E","S2801_C01_030M","S2801_C02_030E","S2801_C02_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_031E","S2801_C02_031M"
"0500000US41019","Douglas County, Oregon","45026","579","(X)","(X)","39623","776","88.0","1.0","34249","809","76.1","1.4","6852","453","15.2","1.0","30367","719","67.4","1.2","2331","388","5.2","0.9","22940","842","50.9","1.7","463","148","1.0","0.3","1110","188","2.5","0.4","68","47","0.2","0.1","5403","440","12.0","1.0","35916","782","79.8","1.3","583","136","1.3","0.3","35333","796","78.5","1.3","24109","875","53.5","1.7","4442","490","9.9","1.1","27222","787","60.5","1.6","4547","394","10.1","0.9","9110","573","20.2","1.3","8392","669","(X)","(X)","166","83","2.0","1.0","4925","547","58.7","4.2","3301","422","39.3","4.1","24628","834","(X)","(X)","342","106","1.4","0.4","19283","816","78.3","1.8","5003","455","20.3","1.8","12006","671","(X)","(X)","75","57","0.6","0.5","11125","650","92.7","1.5","806","179","6.7","1.4"
"0500000US41021","Gilliam County, Oregon","848","60","(X)","(X)","694","67","81.8","4.8","610","70","71.9","6.0","145","40","17.1","4.8","499","64","58.8","6.0","46","32","5.4","3.8","365","69","43.0","7.1","15","14","1.8","1.7","34","22","4.0","2.6","0","12","0.0","3.8","154","41","18.2","4.8","605","68","71.3","5.8","16","14","1.9","1.7","589","68","69.5","6.2","305","65","36.0","7.0","64","35","7.5","4.1","423","65","49.9","6.4","120","33","14.2","4.0","243","50","28.7","5.8","135","41","(X)","(X)","3","4","2.2","3.0","55","27","40.7","15.6","77","31","57.0","15.6","472","61","(X)","(X)","11","14","2.3","2.9","309","57","65.5","8.4","152","41","32.2","8.0","241","46","(X)","(X)","2","3","0.8","1.2","225","44","93.4","4.3","14","10","5.8","4.1"
"0500000US41023","Grant County, Oregon","3294","161","(X)","(X)","2765","165","83.9","2.4","2439","179","74.0","3.2","701","127","21.3","3.5","1937","148","58.8","3.6","203","74","6.2","2.3","1290","140","39.2","3.7","31","17","0.9","0.5","82","34","2.5","1.0","0","17","0.0","1.0","529","78","16.1","2.4","2530","170","76.8","2.7","19","23","0.6","0.7","2511","171","76.2","2.7","1510","157","45.8","4.3","315","88","9.6","2.6","1831","165","55.6","3.8","403","90","12.2","2.6","764","89","23.2","2.7","702","111","(X)","(X)","0","17","0.0","4.5","374","96","53.3","8.0","328","59","46.7","8.0","1767","158","(X)","(X)","0","17","0.0","1.8","1381","163","78.2","4.2","386","73","21.8","4.2","825","142","(X)","(X)","19","23","2.3","2.8","756","134","91.6","4.3","50","31","6.1","3.7"
"0500000US41025","Harney County, Oregon","3157","180","(X)","(X)","2720","196","86.2","3.0","2484","200","78.7","3.8","504","114","16.0","3.3","2037","189","64.5","4.4","75","37","2.4","1.2","1573","179","49.8","4.4","52","44","1.6","1.4","167","76","5.3","2.4","2","3","0.1","0.1","437","95","13.8","3.0","2397","195","75.9","4.9","30","31","1.0","1.0","2367","190","75.0","4.6","1611","175","51.0","4.7","425","117","13.5","3.7","1440","192","45.6","5.4","513","116","16.2","3.6","760","165","24.1","4.9","466","128","(X)","(X)","0","17","0.0","6.7","217","82","46.6","12.7","249","91","53.4","12.7","1869","200","(X)","(X)","26","30","1.4","1.6","1462","198","78.2","6.9","381","145","20.4","7.3","822","135","(X)","(X)","4","6","0.5","0.7","688","117","83.7","5.9","130","55","15.8","5.9"
"0500000US41027","Hood River County, Oregon","8539","341","(X)","(X)","7744","318","90.7","2.4","6898","333","80.8","3.0","902","206","10.6","2.4","6628","342","77.6","3.3","316","128","3.7","1.5","4625","313","54.2","3.5","15","16","0.2","0.2","200","98","2.3","1.1","33","36","0.4","0.4","795","214","9.3","2.4","7131","339","83.5","2.8","38","30","0.4","0.4","7093","332","83.1","2.8","4949","377","58.0","4.1","453","165","5.3","1.9","5921","329","69.3","3.8","1028","262","12.0","2.9","1408","257","16.5","2.8","947","233","(X)","(X)","0","22","0.0","3.4","558","161","58.9","12.2","389","161","41.1","12.2","4091","331","(X)","(X)","20","23","0.5","0.6","3402","316","83.2","4.1","669","179","16.4","4.1","3501","348","(X)","(X)","18","20","0.5","0.6","3133","313","89.5","4.0","350","153","10.0","4.0"
"0500000US41029","Jackson County, Oregon","87417","807","(X)","(X)","79417","967","90.8","0.6","70044","1238","80.1","1.1","9685","615","11.1","0.7","66047","1109","75.6","1.0","4418","553","5.1","0.6","48811","1235","55.8","1.3","779","192","0.9","0.2","3382","482","3.9","0.5","121","71","0.1","0.1","8000","537","9.2","0.6","73081","1067","83.6","0.9","563","160","0.6","0.2","72518","1076","83.0","0.9","49286","1250","56.4","1.2","7352","642","8.4","0.7","59455","1246","68.0","1.2","7248","555","8.3","0.6","14336","746","16.4","0.9","16181","854","(X)","(X)","138","85","0.9","0.5","10109","679","62.5","3.2","5934","638","36.7","3.2","43846","1249","(X)","(X)","335","127","0.8","0.3","36557","1151","83.4","1.4","6954","649","15.9","1.4","27390","962","(X)","(X)","90","50","0.3","0.2","25852","897","94.4","1.1","1448","318","5.3","1.1"
"0500000US41031","Jefferson County, Oregon","7892","252","(X)","(X)","6907","264","87.5","2.0","5987","279","75.9","3.1","971","162","12.3","2.0","5638","286","71.4","3.0","434","115","5.5","1.4","4176","260","52.9","3.0","29","18","0.4","0.2","364","124","4.6","1.6","0","22","0.0","0.4","985","164","12.5","2.0","6127","314","77.6","2.8","18","19","0.2","0.2","6109","314","77.4","2.8","4247","275","53.8","2.9","1085","188","13.7","2.3","4154","303","52.6","3.5","1015","167","12.9","2.1","1765","224","22.4","2.8","1236","210","(X)","(X)","0","22","0.0","2.6","624","144","50.5","8.3","612","149","49.5","8.3","4307","274","(X)","(X)","0","22","0.0","0.8","3319","251","77.1","3.9","988","189","22.9","3.9","2349","221","(X)","(X)","18","19","0.8","0.8","2166","214","92.2","2.8","165","65","7.0","2.7"
"0500000US41033","Josephine County, Oregon","35978","502","(X)","(X)","31594","618","87.8","1.2","27756","725","77.1","1.7","5685","463","15.8","1.3","23637","725","65.7","1.8","1913","378","5.3","1.1","17947","760","49.9","1.9","480","170","1.3","0.5","1154","240","3.2","0.7","53","56","0.1","0.2","4384","455","12.2","1.2","28549","668","79.4","1.5","347","115","1.0","0.3","28202","677","78.4","1.6","17312","694","48.1","1.8","3520","453","9.8","1.2","20462","695","56.9","1.9","4790","421","13.3","1.1","7429","559","20.6","1.5","7925","540","(X)","(X)","74","54","0.9","0.7","4913","447","62.0","4.2","2938","408","37.1","4.2","19266","753","(X)","(X)","221","99","1.1","0.5","15079","649","78.3","2.0","3966","424","20.6","1.9","8787","651","(X)","(X)","52","40","0.6","0.5","8210","638","93.4","2.0","525","174","6.0","1.9"
"0500000US41035","Klamath County, Oregon","27402","438","(X)","(X)","23873","470","87.1","1.2","20330","548","74.2","1.6","3410","297","12.4","1.1","18847","522","68.8","1.5","1599","284","5.8","1.0","14430","569","52.7","1.9","334","120","1.2","0.4","619","162","2.3","0.6","7","12","0.0","0.1","3529","340","12.9","1.2","21254","427","77.6","1.3","115","55","0.4","0.2","21139","426","77.1","1.3","14501","493","52.9","1.7","2496","309","9.1","1.1","16253","505","59.3","1.8","2650","360","9.7","1.3","6148","406","22.4","1.3","5940","502","(X)","(X)","14","16","0.2","0.3","3530","402","59.4","4.4","2396","324","40.3","4.4","14393","681","(X)","(X)","60","43","0.4","0.3","11233","585","78.0","2.1","3100","350","21.5","2.1","7069","544","(X)","(X)","41","30","0.6","0.4","6376","491","90.2","2.4","652","188","9.2","2.4"
"0500000US41037","Lake County, Oregon","3494","202","(X)","(X)","2792","256","79.9","4.5","2405","231","68.8","4.5","417","100","11.9","2.8","2267","249","64.9","4.9","204","77","5.8","2.2","1588","198","45.4","4.2","12","13","0.3","0.4","87","48","2.5","1.4","1","3","0.0","0.1","702","148","20.1","4.5","2157","235","61.7","4.9","3","3","0.1","0.1","2154","235","61.6","4.9","1312","201","37.6","4.7","220","91","6.3","2.6","1370","190","39.2","4.3","619","143","17.7","4.0","1337","171","38.3","4.9","896","161","(X)","(X)","0","17","0.0","3.6","337","107","37.6","9.8","559","133","62.4","9.8","1827","226","(X)","(X)","3","3","0.2","0.2","1169","186","64.0","6.6","655","149","35.9","6.6","771","149","(X)","(X)","0","17","0.0","4.1","648","119","84.0","8.9","123","79","16.0","8.9"
"0500000US41039","Lane County, Oregon","150780","818","(X)","(X)","139001","985","92.2","0.4","126114","1330","83.6","0.7","17922","836","11.9","0.6","113816","1238","75.5","0.7","6597","641","4.4","0.4","85692","1127","56.8","0.7","938","199","0.6","0.1","4532","439","3.0","0.3","102","53","0.1","0.1","11779","593","7.8","0.4","125990","1211","83.6","0.6","962","160","0.6","0.1","125028","1221","82.9","0.6","93697","1399","62.1","0.8","12543","725","8.3","0.5","104887","1343","69.6","0.8","9748","513","6.5","0.3","24790","934","16.4","0.6","29062","1066","(X)","(X)","223","73","0.8","0.3","18788","906","64.6","2.0","10051","682","34.6","2.0","74810","1361","(X)","(X)","559","126","0.7","0.2","61828","1222","82.6","0.9","12423","740","16.6","0.9","46908","1085","(X)","(X)","180","71","0.4","0.2","44412","1048","94.7","0.7","2316","300","4.9","0.6"
"0500000US41041","Lincoln County, Oregon","21110","515","(X)","(X)","18669","525","88.4","1.3","16544","503","78.4","1.7","3308","312","15.7","1.4","14291","539","67.7","1.9","881","210","4.2","1.0","10829","458","51.3","1.8","215","102","1.0","0.5","465","99","2.2","0.5","0","25","0.0","0.2","2441","292","11.6","1.3","16993","477","80.5","1.6","153","59","0.7","0.3","16840","484","79.8","1.6","10453","468","49.5","1.9","1599","244","7.6","1.1","14006","480","66.3","1.8","1607","215","7.6","1.0","4117","364","19.5","1.6","4228","354","(X)","(X)","54","35","1.3","0.8","2405","270","56.9","4.4","1769","241","41.8","4.3","11249","557","(X)","(X)","80","37","0.7","0.3","9191","501","81.7","2.0","1978","248","17.6","2.0","5633","367","(X)","(X)","19","18","0.3","0.3","5244","356","93.1","1.8","370","103","6.6","1.8"
"0500000US41043","Linn County, Oregon","47030","502","(X)","(X)","42025","634","89.4","1.0","37072","798","78.8","1.5","5195","474","11.0","1.0","34885","724","74.2","1.3","2128","366","4.5","0.8","26161","755","55.6","1.6","318","134","0.7","0.3","1598","306","3.4","0.6","49","40","0.1","0.1","5005","470","10.6","1.0","38116","849","81.0","1.4","287","101","0.6","0.2","37829","854","80.4","1.5","28011","883","59.6","1.7","4286","440","9.1","0.9","30899","914","65.7","1.8","3559","345","7.6","0.7","8914","671","19.0","1.4","7661","526","(X)","(X)","65","47","0.8","0.6","4163","405","54.3","3.7","3433","376","44.8","3.7","24476","766","(X)","(X)","154","70","0.6","0.3","19738","810","80.6","2.0","4584","486","18.7","1.9","14893","696","(X)","(X)","68","49","0.5","0.3","13928","688","93.5","1.3","897","182","6.0","1.2"
"0500000US41045","Malheur County, Oregon","10138","244","(X)","(X)","8382","296","82.7","2.2","6503","313","64.1","2.9","1148","181","11.3","1.9","6775","350","66.8","2.8","1091","211","10.8","2.0","4536","299","44.7","2.7","94","38","0.9","0.4","579","176","5.7","1.7","29","30","0.3","0.3","1756","225","17.3","2.2","7219","307","71.2","2.7","58","27","0.6","0.3","7161","305","70.6","2.6","4702","313","46.4","2.9","1420","222","14.0","2.1","4748","302","46.8","2.8","1096","134","10.8","1.4","2919","284","28.8","2.7","2363","204","(X)","(X)","10","9","0.4","0.4","1212","176","51.3","6.7","1141","199","48.3","6.7","5382","335","(X)","(X)","39","22","0.7","0.4","3975","272","73.9","3.7","1368","240","25.4","3.8","2393","230","(X)","(X)","9","12","0.4","0.5","1974","216","82.5","4.4","410","113","17.1","4.4"
"0500000US41047","Marion County, Oregon","116861","940","(X)","(X)","106405","1057","91.1","0.6","92583","1118","79.2","0.8","11176","654","9.6","0.5","89640","1013","76.7","0.7","6603","577","5.7","0.5","66996","1340","57.3","0.9","1064","258","0.9","0.2","3270","330","2.8","0.3","173","91","0.1","0.1","10456","689","8.9","0.6","97897","1115","83.8","0.8","646","174","0.6","0.1","97251","1120","83.2","0.8","74512","1073","63.8","0.8","13060","744","11.2","0.6","78718","1412","67.4","1.1","7791","632","6.7","0.5","18964","963","16.2","0.8","17029","857","(X)","(X)","64","40","0.4","0.2","10442","679","61.3","2.4","6523","528","38.3","2.5","58475","1292","(X)","(X)","374","136","0.6","0.2","48348","1281","82.7","1.3","9753","774","16.7","1.2","41357","1087","(X)","(X)","208","82","0.5","0.2","38461","961","93.0","0.9","2688","400","6.5","0.9"
"0500000US41049","Morrow County, Oregon","3959","129","(X)","(X)","3487","152","88.1","3.0","2732","193","69.0","4.4","507","135","12.8","3.4","2819","162","71.2","3.6","337","96","8.5","2.4","2128","182","53.8","4.3","47","30","1.2","0.8","120","57","3.0","1.4","0","19","0.0","0.8","472","120","11.9","3.0","3021","155","76.3","3.2","35","28","0.9","0.7","2986","164","75.4","3.4","2032","167","51.3","3.9","505","90","12.8","2.3","1958","187","49.5","4.3","639","106","16.1","2.6","938","130","23.7","3.2","552","136","(X)","(X)","0","19","0.0","5.7","337","104","61.1","13.6","215","98","38.9","13.6","2095","178","(X)","(X)","7","11","0.3","0.5","1511","166","72.1","5.4","577","126","27.5","5.3","1312","169","(X)","(X)","28","26","2.1","2.0","1138","151","86.7","4.8","146","70","11.1","4.9"
"0500000US41051","Multnomah County, Oregon","321968","1216","(X)","(X)","299350","1458","93.0","0.3","274174","2037","85.2","0.5","24583","902","7.6","0.3","262801","1457","81.6","0.4","12795","865","4.0","0.3","196185","1860","60.9","0.5","1673","274","0.5","0.1","10204","640","3.2","0.2","230","82","0.1","0.1","22618","1023","7.0","0.3","278260","1786","86.4","0.4","1122","227","0.3","0.1","277138","1773","86.1","0.4","222668","1636","69.2","0.5","27615","1356","8.6","0.4","241622","2090","75.0","0.5","10850","690","3.4","0.2","43708","1282","13.6","0.4","49279","1330","(X)","(X)","155","73","0.3","0.1","30394","1113","61.7","1.6","18730","981","38.0","1.6","133113","1935","(X)","(X)","714","189","0.5","0.1","112595","1909","84.6","0.7","19804","889","14.9","0.7","139576","1872","(X)","(X)","253","82","0.2","0.1","134149","1766","96.1","0.4","5174","517","3.7","0.4"
"0500000US41053","Polk County, Oregon","29692","416","(X)","(X)","27428","460","92.4","1.3","24477","542","82.4","1.9","3324","329","11.2","1.1","22629","524","76.2","1.6","1220","308","4.1","1.0","17738","625","59.7","1.9","148","93","0.5","0.3","997","223","3.4","0.8","34","38","0.1","0.1","2264","383","7.6","1.3","25282","500","85.1","1.4","266","101","0.9","0.3","25016","527","84.3","1.5","18788","591","63.3","1.9","2776","419","9.3","1.4","20020","637","67.4","2.1","2736","291","9.2","1.0","4410","438","14.9","1.4","4590","426","(X)","(X)","19","21","0.4","0.5","3067","393","66.8","5.3","1504","276","32.8","5.4","13780","621","(X)","(X)","138","74","1.0","0.5","11198","601","81.3","2.4","2444","346","17.7","2.3","11322","493","(X)","(X)","109","67","1.0","0.6","10751","492","95.0","1.2","462","123","4.1","1.1"
"0500000US41055","Sherman County, Oregon","736","65","(X)","(X)","643","66","87.4","3.7","568","57","77.2","4.8","184","42","25.0","5.1","422","54","57.3","5.7","36","17","4.9","2.2","328","51","44.6","5.8","6","8","0.8","1.1","29","15","3.9","2.0","2","4","0.3","0.5","93","28","12.6","3.7","552","60","75.0","4.7","6","4","0.8","0.6","546","59","74.2","4.6","353","47","48.0","4.9","83","34","11.3","4.4","344","49","46.7","5.6","91","28","12.4","3.7","184","38","25.0","4.7","139","34","(X)","(X)","1","3","0.7","1.8","71","27","51.1","10.9","67","18","48.2","11.0","401","55","(X)","(X)","5","4","1.2","1.0","291","46","72.6","7.0","105","32","26.2","6.9","196","42","(X)","(X)","0","12","0.0","15.2","184","40","93.9","3.6","12","8","6.1","3.6"
"0500000US41057","Tillamook County, Oregon","10816","357","(X)","(X)","9329","373","86.3","2.1","8200","387","75.8","2.7","1578","213","14.6","2.0","7105","378","65.7","2.8","511","159","4.7","1.5","5433","351","50.2","2.6","70","42","0.6","0.4","328","113","3.0","1.0","17","18","0.2","0.2","1487","237","13.7","2.1","8566","357","79.2","2.8","83","46","0.8","0.4","8483","363","78.4","2.8","5533","367","51.2","3.1","936","196","8.7","1.8","6847","368","63.3","2.9","939","166","8.7","1.6","2250","326","20.8","2.8","1993","286","(X)","(X)","19","23","1.0","1.2","1128","225","56.6","8.8","846","227","42.4","8.8","5782","407","(X)","(X)","52","36","0.9","0.6","4550","385","78.7","3.0","1180","180","20.4","2.9","3041","273","(X)","(X)","12","14","0.4","0.5","2805","253","92.2","3.5","224","111","7.4","3.5"
"0500000US41059","Umatilla County, Oregon","26886","438","(X)","(X)","23428","507","87.1","1.5","19358","523","72.0","1.9","3199","369","11.9","1.4","19427","604","72.3","1.7","2155","385","8.0","1.4","13928","665","51.8","2.3","152","79","0.6","0.3","654","165","2.4","0.6","7","11","0.0","0.1","3458","421","12.9","1.5","20927","583","77.8","2.0","92","52","0.3","0.2","20835","580","77.5","2.0","15173","527","56.4","1.8","3633","384","13.5","1.4","14971","603","55.7","2.2","2554","282","9.5","1.0","5959","551","22.2","2.0","5057","458","(X)","(X)","20","23","0.4","0.5","2765","407","54.7","6.5","2272","393","44.9","6.5","13653","612","(X)","(X)","65","46","0.5","0.3","10698","604","78.4","2.4","2890","341","21.2","2.4","8176","503","(X)","(X)","7","6","0.1","0.1","7372","474","90.2","2.2","797","192","9.7","2.2"
"0500000US41061","Union County, Oregon","10481","211","(X)","(X)","9188","264","87.7","1.6","8020","309","76.5","2.4","1318","174","12.6","1.7","7481","285","71.4","2.1","597","173","5.7","1.6","5408","308","51.6","2.8","84","46","0.8","0.4","298","88","2.8","0.8","4","5","0.0","0.1","1293","171","12.3","1.6","8381","284","80.0","2.0","104","44","1.0","0.4","8277","279","79.0","1.9","5526","309","52.7","2.6","1125","222","10.7","2.1","6292","315","60.0","2.7","864","122","8.2","1.2","2100","205","20.0","2.0","2006","240","(X)","(X)","36","36","1.8","1.7","1099","177","54.8","6.5","871","174","43.4","6.6","5113","286","(X)","(X)","46","27","0.9","0.5","4054","255","79.3","3.3","1013","183","19.8","3.2","3362","238","(X)","(X)","22","22","0.7","0.6","3124","233","92.9","2.3","216","78","6.4","2.3"
"0500000US41063","Wallowa County, Oregon","3165","137","(X)","(X)","2692","150","85.1","2.9","2403","151","75.9","3.7","451","74","14.2","2.4","2108","162","66.6","3.6","124","58","3.9","1.8","1526","121","48.2","3.5","9","14","0.3","0.4","64","29","2.0","0.9","0","17","0.0","1.0","473","93","14.9","2.9","2366","148","74.8","3.8","12","11","0.4","0.4","2354","148","74.4","3.8","1406","130","44.4","4.0","249","74","7.9","2.3","1718","152","54.3","4.1","470","102","14.8","3.3","799","129","25.2","3.8","632","86","(X)","(X)","2","5","0.3","0.7","331","67","52.4","8.8","299","74","47.3","8.9","1490","116","(X)","(X)","10","11","0.7","0.7","1081","102","72.6","5.1","399","90","26.8","5.2","1043","122","(X)","(X)","0","17","0.0","3.1","942","115","90.3","4.3","101","46","9.7","4.3"
"0500000US41065","Wasco County, Oregon","10266","245","(X)","(X)","8820","300","85.9","1.7","7567","330","73.7","2.5","1359","181","13.2","1.7","7202","290","70.2","2.1","625","167","6.1","1.6","5133","324","50.0","2.7","28","22","0.3","0.2","281","80","2.7","0.8","5","6","0.0","0.1","1446","167","14.1","1.7","7813","308","76.1","2.3","124","51","1.2","0.5","7689","312","74.9","2.4","5168","283","50.3","2.3","910","183","8.9","1.8","5900","314","57.5","2.6","1018","156","9.9","1.5","2453","245","23.9","2.3","1478","223","(X)","(X)","43","39","2.9","2.6","681","152","46.1","7.5","754","162","51.0","7.9","5805","335","(X)","(X)","53","31","0.9","0.5","4320","324","74.4","3.6","1432","227","24.7","3.6","2983","251","(X)","(X)","28","26","0.9","0.9","2688","230","90.1","3.1","267","96","9.0","3.0"
"0500000US41067","Washington County, Oregon","216507","1013","(X)","(X)","206734","1192","95.5","0.3","193049","1339","89.2","0.5","15852","761","7.3","0.3","183170","1435","84.6","0.5","6156","650","2.8","0.3","143944","1576","66.5","0.7","918","231","0.4","0.1","6819","480","3.1","0.2","88","54","0.0","0.1","9773","697","4.5","0.3","193472","1330","89.4","0.5","655","152","0.3","0.1","192817","1312","89.1","0.5","148889","1649","68.8","0.7","13356","920","6.2","0.4","174005","1567","80.4","0.7","8790","508","4.1","0.2","23035","1047","10.6","0.5","19571","932","(X)","(X)","205","76","1.0","0.4","13517","751","69.1","2.5","5849","605","29.9","2.5","84579","1397","(X)","(X)","297","124","0.4","0.1","71457","1429","84.5","0.9","12825","803","15.2","0.9","112357","1529","(X)","(X)","153","75","0.1","0.1","107843","1456","96.0","0.4","4361","427","3.9","0.4"
"0500000US41069","Wheeler County, Oregon","661","53","(X)","(X)","532","58","80.5","5.2","489","53","74.0","5.5","171","31","25.9","4.8","295","51","44.6","6.1","7","5","1.1","0.7","294","58","44.5","6.9","23","19","3.5","2.9","14","7","2.1","1.1","0","12","0.0","4.8","129","35","19.5","5.2","464","55","70.2","5.8","2","2","0.3","0.4","462","55","69.9","5.8","202","49","30.6","6.3","47","37","7.1","5.3","228","42","34.5","6.0","196","37","29.7","5.4","197","40","29.8","5.8","180","36","(X)","(X)","2","2","1.1","1.4","85","26","47.2","11.7","93","29","51.7","11.5","374","52","(X)","(X)","0","12","0.0","8.3","276","50","73.8","6.9","98","27","26.2","6.9","107","30","(X)","(X)","0","12","0.0","25.7","101","30","94.4","4.1","6","4","5.6","4.1"
"0500000US41071","Yamhill County, Oregon","36197","465","(X)","(X)","33131","504","91.5","0.9","29840","656","82.4","1.4","3699","351","10.2","0.9","27782","546","76.8","1.3","1161","217","3.2","0.6","21670","612","59.9","1.7","299","111","0.8","0.3","967","238","2.7","0.7","77","59","0.2","0.2","3066","352","8.5","0.9","29876","599","82.5","1.4","284","100","0.8","0.3","29592","594","81.8","1.4","21725","579","60.0","1.6","3362","434","9.3","1.2","23106","787","63.8","2.0","3270","331","9.0","0.9","6321","524","17.5","1.4","4840","421","(X)","(X)","81","58","1.7","1.2","2957","352","61.1","4.4","1802","249","37.2","4.3","16932","736","(X)","(X)","154","76","0.9","0.5","13114","746","77.5","2.6","3664","460","21.6","2.6","14425","607","(X)","(X)","49","33","0.3","0.2","13521","593","93.7","1.3","855","198","5.9","1.3"
"0400000US41","Oregon","1591835","4000","(X)","(X)","1461755","4769","91.8","0.2","1321567","6109","83.0","0.3","162082","2523","10.2","0.2","1231782","4708","77.4","0.2","66281","2167","4.2","0.1","937382","5055","58.9","0.3","10534","625","0.7","0.1","51191","1465","3.2","0.1","1363","212","0.1","0.1","130080","2393","8.2","0.2","1344359","5383","84.5","0.2","8667","560","0.5","0.1","1335692","5306","83.9","0.2","994296","5313","62.5","0.3","136488","2474","8.6","0.2","1119336","6094","70.3","0.3","103077","1960","6.5","0.1","247476","3479","15.5","0.2","239664","3103","(X)","(X)","1782","219","0.7","0.1","148321","2257","61.9","0.7","89561","2329","37.4","0.7","729100","4823","(X)","(X)","5068","414","0.7","0.1","597263","4663","81.9","0.4","126769","2746","17.4","0.4","623071","4625","(X)","(X)","1817","236","0.3","0.1","590108","4533","94.7","0.2","31146","1010","5.0","0.2"
