STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
41,029,002600,41029002600,26,Census Tract 26,G5020,S,2002002682,17902948,+42.6708667,-122.4764270
41,029,001400,41029001400,14,Census Tract 14,G5020,S,79820731,768489,+42.4769730,-122.8017596
41,039,004800,41039004800,48,Census Tract 48,G5020,S,1762872,0,+44.0329075,-123.0814692
41,039,001202,41039001202,12.02,Census Tract 12.02,G5020,S,48462558,0,+43.7923861,-123.1244054
41,039,001500,41039001500,15,Census Tract 15,G5020,S,2212703135,42113633,+43.7006365,-122.2891926
41,039,001801,41039001801,18.01,Census Tract 18.01,G5020,S,23143070,0,+44.0310775,-122.8916629
41,039,000200,41039000200,2,Census Tract 2,G5020,S,515581732,1477415,+44.1771029,-122.7857863
41,039,003202,41039003202,32.02,Census Tract 32.02,G5020,S,2366259,0,+44.0514377,-123.0365335
41,039,001400,41039001400,14,Census Tract 14,G5020,S,1339315301,6571497,+43.6214657,-122.7934176
41,039,000300,41039000300,3,Census Tract 3,G5020,S,98473052,1708194,+44.1633412,-123.0606095
41,039,003600,41039003600,36,Census Tract 36,G5020,S,17153611,0,+44.0184706,-123.0423731
41,039,000403,41039000403,4.03,Census Tract 4.03,G5020,S,37471017,63600,+44.2440816,-123.2431955
41,039,003400,41039003400,34,Census Tract 34,G5020,S,3320664,0,+44.0511610,-122.9943720
41,039,001600,41039001600,16,Census Tract 16,G5020,S,970837981,27718595,+43.9259508,-122.6381927
41,039,000100,41039000100,1,Census Tract 1,G5020,S,2174165301,16015179,+44.0734403,-122.1591677
41,039,002102,41039002102,21.02,Census Tract 21.02,G5020,S,3628134,0,+44.0730162,-123.0387832
41,053,020204,41053020204,202.04,Census Tract 202.04,G5020,S,60961902,0,+44.8870362,-123.3367299
41,053,020203,41053020203,202.03,Census Tract 202.03,G5020,S,2253985,0,+44.9185060,-123.3088865
41,053,020400,41053020400,204,Census Tract 204,G5020,S,1090986307,2060166,+44.8909959,-123.5621229
41,053,020302,41053020302,203.02,Census Tract 203.02,G5020,S,230815447,2174804,+44.7954486,-123.2452024
41,053,005202,41053005202,52.02,Census Tract 52.02,G5020,S,8070820,232378,+44.9607567,-123.0563439
41,053,005201,41053005201,52.01,Census Tract 52.01,G5020,S,6785934,676475,+44.9394176,-123.0802018
41,029,002000,41029002000,20,Census Tract 20,G5020,S,1117945,582,+42.1952434,-122.7089401
41,029,003002,41029003002,30.02,Census Tract 30.02,G5020,S,730140307,4852586,+42.1809334,-123.1043315
41,029,000100,41029000100,1,Census Tract 1,G5020,S,2594338,0,+42.3276147,-122.8718400
41,029,002300,41029002300,23,Census Tract 23,G5020,S,593542442,89723,+42.1155678,-122.8148677
41,029,000202,41029000202,2.02,Census Tract 2.02,G5020,S,1033558,0,+42.3231895,-122.8863034
41,029,001900,41029001900,19,Census Tract 19,G5020,S,1568274,0,+42.1875295,-122.6949802
41,029,000201,41029000201,2.01,Census Tract 2.01,G5020,S,1324521,0,+42.3272324,-122.8813423
41,029,000406,41029000406,4.06,Census Tract 4.06,G5020,S,2833017,0,+42.3525898,-122.8618917
41,039,000902,41039000902,9.02,Census Tract 9.02,G5020,S,304120365,6096014,+44.0983335,-123.5055609
41,039,001002,41039001002,10.02,Census Tract 10.02,G5020,S,121510483,41251,+43.9960571,-123.2180021
41,039,003500,41039003500,35,Census Tract 35,G5020,S,14791332,212824,+44.0301729,-122.9739177
41,039,004401,41039004401,44.01,Census Tract 44.01,G5020,S,3104689,0,+44.0415021,-123.1499110
41,039,001001,41039001001,10.01,Census Tract 10.01,G5020,S,62836107,16142431,+44.1141307,-123.2409389
41,039,004300,41039004300,43,Census Tract 43,G5020,S,9131945,0,+44.0604924,-123.1530141
41,039,004200,41039004200,42,Census Tract 42,G5020,S,3889250,0,+44.0629606,-123.1258146
41,039,001201,41039001201,12.01,Census Tract 12.01,G5020,S,101125580,622338,+43.8591406,-123.0905683
41,039,003102,41039003102,31.02,Census Tract 31.02,G5020,S,5448963,0,+44.0586206,-123.0637938
41,039,005300,41039005300,53,Census Tract 53,G5020,S,1727372,0,+44.0236229,-123.1117767
41,039,002800,41039002800,28,Census Tract 28,G5020,S,2983031,0,+44.0898912,-123.1259335
41,053,005100,41053005100,51,Census Tract 51,G5020,S,970890,18615,+44.9448011,-123.0570104
41,053,020202,41053020202,202.02,Census Tract 202.02,G5020,S,38463903,47719,+44.9228566,-123.2660672
41,053,005300,41053005300,53,Census Tract 53,G5020,S,176201891,1852947,+44.9974799,-123.1417668
41,053,020304,41053020304,203.04,Census Tract 203.04,G5020,S,5632081,0,+44.8490141,-123.2263058
41,053,020303,41053020303,203.03,Census Tract 203.03,G5020,S,44945461,341977,+44.8755044,-123.2143122
41,053,020500,41053020500,205,Census Tract 205,G5020,S,252540437,694238,+45.0027841,-123.3092456
41,029,000502,41029000502,5.02,Census Tract 5.02,G5020,S,2479979,0,+42.3364359,-122.8585269
41,029,001002,41029001002,10.02,Census Tract 10.02,G5020,S,3512489,0,+42.3879767,-122.9247743
41,029,000404,41029000404,4.04,Census Tract 4.04,G5020,S,2895096,0,+42.3529453,-122.8346907
41,029,001602,41029001602,16.02,Census Tract 16.02,G5020,S,30481666,0,+42.2694355,-122.8598252
41,029,001601,41029001601,16.01,Census Tract 16.01,G5020,S,4269838,0,+42.2925808,-122.8331799
41,029,000501,41029000501,5.01,Census Tract 5.01,G5020,S,1944048,0,+42.3245266,-122.8583701
41,029,000403,41029000403,4.03,Census Tract 4.03,G5020,S,3159239,0,+42.3379850,-122.8345605
41,029,000405,41029000405,4.05,Census Tract 4.05,G5020,S,1968817,0,+42.3455497,-122.8584856
41,029,001001,41029001001,10.01,Census Tract 10.01,G5020,S,3114952,0,+42.3686680,-122.9018582
41,039,003800,41039003800,38,Census Tract 38,G5020,S,1059042,0,+44.0449020,-123.0851812
41,039,004000,41039004000,40,Census Tract 40,G5020,S,1851040,0,+44.0603110,-123.1010454
41,039,002401,41039002401,24.01,Census Tract 24.01,G5020,S,6063050,0,+44.1233896,-123.1627025
41,039,001904,41039001904,19.04,Census Tract 19.04,G5020,S,2634344,0,+44.0411098,-122.9436631
41,039,002600,41039002600,26,Census Tract 26,G5020,S,4236747,0,+44.0842744,-123.1620817
41,039,001804,41039001804,18.04,Census Tract 18.04,G5020,S,6618752,734400,+44.0535505,-122.8805911
41,039,001101,41039001101,11.01,Census Tract 11.01,G5020,S,99795506,71215,+43.9563648,-123.0609741
41,039,001102,41039001102,11.02,Census Tract 11.02,G5020,S,87128936,144652,+43.8919649,-123.0217291
41,039,002903,41039002903,29.03,Census Tract 29.03,G5020,S,1488013,0,+44.0837949,-123.0952718
41,039,002301,41039002301,23.01,Census Tract 23.01,G5020,S,4295034,54674,+44.1059908,-123.1114763
41,039,004501,41039004501,45.01,Census Tract 45.01,G5020,S,1183052,0,+44.0428986,-123.1052348
41,039,003301,41039003301,33.01,Census Tract 33.01,G5020,S,1513427,0,+44.0581642,-123.0110624
41,039,000706,41039000706,7.06,Census Tract 7.06,G5020,S,25170722,4643768,+44.0450377,-124.1152420
41,039,002403,41039002403,24.03,Census Tract 24.03,G5020,S,4865685,0,+44.1080645,-123.1614455
41,039,002700,41039002700,27,Census Tract 27,G5020,S,2316421,0,+44.0903082,-123.1441946
41,039,005400,41039005400,54,Census Tract 54,G5020,S,8470632,0,+44.0045209,-123.1054585
41,039,002501,41039002501,25.01,Census Tract 25.01,G5020,S,9287909,0,+44.0984865,-123.1900480
41,039,001903,41039001903,19.03,Census Tract 19.03,G5020,S,3392221,0,+44.0519965,-122.9498591
41,039,003900,41039003900,39,Census Tract 39,G5020,S,1293153,0,+44.0506655,-123.0949025
41,039,001700,41039001700,17,Census Tract 17,G5020,S,154411903,1155284,+43.9545597,-122.9359701
41,039,000903,41039000903,9.03,Census Tract 9.03,G5020,S,37651586,14599459,+44.0440198,-123.3018872
41,039,000702,41039000702,7.02,Census Tract 7.02,G5020,S,213885881,27611574,+43.9215514,-124.0582674
41,039,001301,41039001301,13.01,Census Tract 13.01,G5020,S,134044421,4801593,+43.7853399,-122.9620089
41,039,000402,41039000402,4.02,Census Tract 4.02,G5020,S,290769866,14170,+44.2006153,-123.3572890
41,039,004403,41039004403,44.03,Census Tract 44.03,G5020,S,2233772,0,+44.0437157,-123.1250796
41,039,002001,41039002001,20.01,Census Tract 20.01,G5020,S,5211137,126571,+44.0718376,-122.9807742
41,039,004100,41039004100,41,Census Tract 41,G5020,S,2827872,0,+44.0746424,-123.1249990
41,039,002202,41039002202,22.02,Census Tract 22.02,G5020,S,9239006,89277,+44.1024390,-123.0639744
41,039,000904,41039000904,9.04,Census Tract 9.04,G5020,S,52598998,0,+44.0063531,-123.3536306
41,039,003101,41039003101,31.01,Census Tract 31.01,G5020,S,2946001,0,+44.0774999,-123.0587134
41,039,002101,41039002101,21.01,Census Tract 21.01,G5020,S,5209197,247068,+44.0869786,-123.0302245
41,039,001302,41039001302,13.02,Census Tract 13.02,G5020,S,51267206,178192,+43.7552193,-123.0319888
41,039,000800,41039000800,8,Census Tract 8,G5020,S,784502044,70157,+43.9078956,-123.4319743
41,039,000500,41039000500,5,Census Tract 5,G5020,S,905629345,2692613,+44.1237391,-123.7189477
41,039,005100,41039005100,51,Census Tract 51,G5020,S,1559491,0,+44.0179896,-123.0859754
41,039,005200,41039005200,52,Census Tract 52,G5020,S,1494265,0,+44.0195352,-123.0987816
41,039,004700,41039004700,47,Census Tract 47,G5020,S,1626837,0,+44.0327163,-123.0945305
41,039,004900,41039004900,49,Census Tract 49,G5020,S,2816594,0,+44.0328067,-123.0651294
41,039,004600,41039004600,46,Census Tract 46,G5020,S,1557275,0,+44.0346769,-123.1084686
41,039,002002,41039002002,20.02,Census Tract 20.02,G5020,S,2989291,0,+44.0695113,-123.0071442
